Date,Close
2014-12-25,0.000185
2014-12-26,0.00019
2014-12-27,0.000184
2014-12-28,0.000184
2014-12-29,0.000182
2014-12-30,0.000179
2014-12-31,0.000187
2015-01-01,0.000183
2015-01-02,0.000186
2015-01-03,0.000167
2015-01-04,0.000158
2015-01-05,0.000161
2015-01-06,0.000168
2015-01-07,0.000173
2015-01-08,0.000168
2015-01-09,0.000171
2015-01-10,0.000162
2015-01-11,0.00016
2015-01-12,0.000156
2015-01-13,0.000136
2015-01-14,0.000115
2015-01-15,0.00014
2015-01-16,0.000142
2015-01-17,0.000135
2015-01-18,0.00014
2015-01-19,0.00014
2015-01-20,0.000141
2015-01-21,0.000153
2015-01-22,0.000155
2015-01-23,0.000156
2015-01-24,0.000166
2015-01-25,0.000166
2015-01-26,0.000163
2015-01-27,0.000158
2015-01-28,0.000144
2015-01-29,0.000147
2015-01-30,0.000142
2015-01-31,0.000139
2015-02-01,0.000144
2015-02-02,0.000151
2015-02-03,0.000147
2015-02-04,0.000147
2015-02-05,0.000142
2015-02-06,0.000144
2015-02-07,0.000145
2015-02-08,0.000141
2015-02-09,0.00014
2015-02-10,0.000141
2015-02-11,0.000138
2015-02-12,0.000142
2015-02-13,0.000143
2015-02-14,0.000151
2015-02-15,0.000141
2015-02-16,0.000144
2015-02-17,0.000146
2015-02-18,0.000143
2015-02-19,0.000146
2015-02-20,0.000144
2015-02-21,0.000145
2015-02-22,0.000141
2015-02-23,0.000142
2015-02-24,0.00014
2015-02-25,0.000142
2015-02-26,0.000143
2015-02-27,0.000146
2015-02-28,0.000145
2015-03-01,0.000146
2015-03-02,0.000149
2015-03-03,0.000144
2015-03-04,0.000143
2015-03-05,0.000141
2015-03-06,0.000142
2015-03-07,0.000141
2015-03-08,0.00014
2015-03-09,0.000144
2015-03-10,0.000139
2015-03-11,0.000145
2015-03-12,0.000143
2015-03-13,0.000141
2015-03-14,0.000144
2015-03-15,0.000143
2015-03-16,0.000145
2015-03-17,0.000144
2015-03-18,0.000133
2015-03-19,0.000133
2015-03-20,0.000133
2015-03-21,0.000131
2015-03-22,0.000132
2015-03-23,0.000137
2015-03-24,0.000129
2015-03-25,0.000131
2015-03-26,0.000132
2015-03-27,0.000129
2015-03-28,0.000131
2015-03-29,0.000127
2015-03-30,0.000128
2015-03-31,0.000126
2015-04-01,0.000128
2015-04-02,0.000129
2015-04-03,0.000129
2015-04-04,0.000128
2015-04-05,0.000127
2015-04-06,0.000124
2015-04-07,0.000122
2015-04-08,0.000117
2015-04-09,0.000117
2015-04-10,0.000113
2015-04-11,0.000114
2015-04-12,0.000114
2015-04-13,0.000106
2015-04-14,0.000103
2015-04-15,0.000105
2015-04-16,0.000108
2015-04-17,0.000107
2015-04-18,0.000107
2015-04-19,0.000106
2015-04-20,0.000106
2015-04-21,0.000111
2015-04-22,0.000111
2015-04-23,0.00011
2015-04-24,0.000105
2015-04-25,0.000103
2015-04-26,0.0001
2015-04-27,0.000104
2015-04-28,9.90E-05
2015-04-29,9.80E-05
2015-04-30,0.000103
2015-05-01,9.80E-05
2015-05-02,9.70E-05
2015-05-03,9.00E-05
2015-05-04,8.90E-05
2015-05-05,8.90E-05
2015-05-06,8.70E-05
2015-05-07,8.90E-05
2015-05-08,9.20E-05
2015-05-09,9.20E-05
2015-05-10,9.00E-05
2015-05-11,9.30E-05
2015-05-12,0.000111
2015-05-13,0.000108
2015-05-14,0.000114
2015-05-15,0.00012
2015-05-16,0.000117
2015-05-17,0.000115
2015-05-18,0.000116
2015-05-19,0.00012
2015-05-20,0.000134
2015-05-21,0.000134
2015-05-22,0.000139
2015-05-23,0.000136
2015-05-24,0.000143
2015-05-25,0.000142
2015-05-26,0.000161
2015-05-27,0.000184
2015-05-28,0.000192
2015-05-29,0.000178
2015-05-30,0.000162
2015-05-31,0.000154
2015-06-01,0.000141
2015-06-02,0.00016
2015-06-03,0.000151
2015-06-04,0.000152
2015-06-05,0.000153
2015-06-06,0.000158
2015-06-07,0.000152
2015-06-08,0.000163
2015-06-09,0.000162
2015-06-10,0.000157
2015-06-11,0.00016
2015-06-12,0.000161
2015-06-13,0.000165
2015-06-14,0.000167
2015-06-15,0.00017
2015-06-16,0.000198
2015-06-17,0.000197
2015-06-18,0.00021
2015-06-19,0.000209
2015-06-20,0.00021
2015-06-21,0.000209
2015-06-22,0.000219
2015-06-23,0.000187
2015-06-24,0.000178
2015-06-25,0.000186
2015-06-26,0.000201
2015-06-27,0.00021
2015-06-28,0.000204
2015-06-29,0.000214
2015-06-30,0.000199
2015-07-01,0.000193
2015-07-02,0.000191
2015-07-03,0.000191
2015-07-04,0.000191
2015-07-05,0.000194
2015-07-06,0.000192
2015-07-07,0.000189
2015-07-08,0.000189
2015-07-09,0.000195
2015-07-10,0.000203
2015-07-11,0.000201
2015-07-12,0.000211
2015-07-13,0.0002
2015-07-14,0.000194
2015-07-15,0.000186
2015-07-16,0.000171
2015-07-17,0.00018
2015-07-18,0.000177
2015-07-19,0.000169
2015-07-20,0.000174
2015-07-21,0.00017
2015-07-22,0.000184
2015-07-23,0.000178
2015-07-24,0.000188
2015-07-25,0.000188
2015-07-26,0.000187
2015-07-27,0.000189
2015-07-28,0.000188
2015-07-29,0.000184
2015-07-30,0.000183
2015-07-31,0.000184
2015-08-01,0.000175
2015-08-02,0.000172
2015-08-03,0.000173
2015-08-04,0.000176
2015-08-05,0.000173
2015-08-06,0.000168
2015-08-07,0.000168
2015-08-08,0.000158
2015-08-09,0.000162
2015-08-10,0.00016
2015-08-11,0.000164
2015-08-12,0.00016
2015-08-13,0.000156
2015-08-14,0.000158
2015-08-15,0.000155
2015-08-16,0.000148
2015-08-17,0.00015
2015-08-18,0.000134
2015-08-19,0.000131
2015-08-20,0.000139
2015-08-21,0.000145
2015-08-22,0.000137
2015-08-23,0.000138
2015-08-24,0.000128
2015-08-25,0.000129
2015-08-26,0.000133
2015-08-27,0.000129
2015-08-28,0.000132
2015-08-29,0.000131
2015-08-30,0.000129
2015-08-31,0.000129
2015-09-01,0.000127
2015-09-02,0.000126
2015-09-03,0.000122
2015-09-04,0.000125
2015-09-05,0.00013
2015-09-06,0.000132
2015-09-07,0.00013
2015-09-08,0.000131
2015-09-09,0.00013
2015-09-10,0.000129
2015-09-11,0.000131
2015-09-12,0.000127
2015-09-13,0.000126
2015-09-14,0.000125
2015-09-15,0.000126
2015-09-16,0.000124
2015-09-17,0.000125
2015-09-18,0.000127
2015-09-19,0.000126
2015-09-20,0.000126
2015-09-21,0.00013
2015-09-22,0.000126
2015-09-23,0.000124
2015-09-24,0.000124
2015-09-25,0.000122
2015-09-26,0.000123
2015-09-27,0.000122
2015-09-28,0.000124
2015-09-29,0.000121
2015-09-30,0.000123
2015-10-01,0.000122
2015-10-02,0.000123
2015-10-03,0.000121
2015-10-04,0.000118
2015-10-05,0.000117
2015-10-06,0.000121
2015-10-07,0.000121
2015-10-08,0.000119
2015-10-09,0.000119
2015-10-10,0.000119
2015-10-11,0.00012
2015-10-12,0.000119
2015-10-13,0.000121
2015-10-14,0.00012
2015-10-15,0.00012
2015-10-16,0.000121
2015-10-17,0.000121
2015-10-18,0.000119
2015-10-19,0.000119
2015-10-20,0.000118
2015-10-21,0.000117
2015-10-22,0.000118
2015-10-23,0.000115
2015-10-24,0.000114
2015-10-25,0.000116
2015-10-26,0.000116
2015-10-27,0.000118
2015-10-28,0.000126
2015-10-29,0.000141
2015-10-30,0.000151
2015-10-31,0.000137
2015-11-01,0.000141
2015-11-02,0.000147
2015-11-03,0.000156
2015-11-04,0.000149
2015-11-05,0.000146
2015-11-06,0.000141
2015-11-07,0.000145
2015-11-08,0.000136
2015-11-09,0.000135
2015-11-10,0.000123
2015-11-11,0.000125
2015-11-12,0.00013
2015-11-13,0.00013
2015-11-14,0.00013
2015-11-15,0.000125
2015-11-16,0.000131
2015-11-17,0.000133
2015-11-18,0.000135
2015-11-19,0.00013
2015-11-20,0.000131
2015-11-21,0.000131
2015-11-22,0.000128
2015-11-23,0.00013
2015-11-24,0.000128
2015-11-25,0.00013
2015-11-26,0.000132
2015-11-27,0.000133
2015-11-28,0.00013
2015-11-29,0.00013
2015-11-30,0.000128
2015-12-01,0.000127
2015-12-02,0.00013
2015-12-03,0.000129
2015-12-04,0.000129
2015-12-05,0.00013
2015-12-06,0.000128
2015-12-07,0.000133
2015-12-08,0.000136
2015-12-09,0.000142
2015-12-10,0.000139
2015-12-11,0.00015
2015-12-12,0.000142
2015-12-13,0.000143
2015-12-14,0.000145
2015-12-15,0.00015
2015-12-16,0.00015
2015-12-17,0.000155
2015-12-18,0.000155
2015-12-19,0.000153
2015-12-20,0.000143
2015-12-21,0.000143
2015-12-22,0.000142
2015-12-23,0.000147
2015-12-24,0.000147
2015-12-25,0.000147
2015-12-26,0.000139
2015-12-27,0.000145
2015-12-28,0.000139
2015-12-29,0.000155
2015-12-30,0.000153
2015-12-31,0.000151
2016-01-01,0.000154
2016-01-02,0.000151
2016-01-03,0.000146
2016-01-04,0.000144
2016-01-05,0.000137
2016-01-06,0.000135
2016-01-07,0.000139
2016-01-08,0.000158
2016-01-09,0.00018
2016-01-10,0.000167
2016-01-11,0.000171
2016-01-12,0.00018
2016-01-13,0.000177
2016-01-14,0.000175
2016-01-15,0.000149
2016-01-16,0.000155
2016-01-17,0.000152
2016-01-18,0.000151
2016-01-19,0.000148
2016-01-20,0.000168
2016-01-21,0.000163
2016-01-22,0.000168
2016-01-23,0.000172
2016-01-24,0.000193
2016-01-25,0.000212
2016-01-26,0.000356
2016-01-27,0.000455
2016-01-28,0.000344
2016-01-29,0.000316
2016-01-30,0.000258
2016-01-31,0.000277
2016-02-01,0.00027
2016-02-02,0.000262
2016-02-03,0.000265
2016-02-04,0.000287
2016-02-05,0.000305
2016-02-06,0.000306
2016-02-07,0.000285
2016-02-08,0.000287
2016-02-09,0.000292
2016-02-10,0.000298
2016-02-11,0.00029
2016-02-12,0.000301
2016-02-13,0.000295
2016-02-14,0.000301
2016-02-15,0.000298
2016-02-16,0.000292
2016-02-17,0.000278
2016-02-18,0.000278
2016-02-19,0.000297
2016-02-20,0.000291
2016-02-21,0.000285
2016-02-22,0.000283
2016-02-23,0.00028
2016-02-24,0.000278
2016-02-25,0.000269
2016-02-26,0.000259
2016-02-27,0.000255
2016-02-28,0.000254
2016-02-29,0.00025
2016-03-01,0.000249
2016-03-02,0.000244
2016-03-03,0.000245
2016-03-04,0.000238
2016-03-05,0.000224
2016-03-06,0.000221
2016-03-07,0.000233
2016-03-08,0.00022
2016-03-09,0.00023
2016-03-10,0.000241
2016-03-11,0.000241
2016-03-12,0.000237
2016-03-13,0.000245
2016-03-14,0.000238
2016-03-15,0.000231
2016-03-16,0.000231
2016-03-17,0.000223
2016-03-18,0.000209
2016-03-19,0.00022
2016-03-20,0.000214
2016-03-21,0.000212
2016-03-22,0.000217
2016-03-23,0.000212
2016-03-24,0.000213
2016-03-25,0.000214
2016-03-26,0.000213
2016-03-27,0.000216
2016-03-28,0.000215
2016-03-29,0.000254
2016-03-30,0.000234
2016-03-31,0.000233
2016-04-01,0.000224
2016-04-02,0.000226
2016-04-03,0.000221
2016-04-04,0.00022
2016-04-05,0.000214
2016-04-06,0.000216
2016-04-07,0.000212
2016-04-08,0.000211
2016-04-09,0.000208
2016-04-10,0.000204
2016-04-11,0.000214
2016-04-12,0.000229
2016-04-13,0.000234
2016-04-14,0.00023
2016-04-15,0.000233
2016-04-16,0.00023
2016-04-17,0.000226
2016-04-18,0.000225
2016-04-19,0.000222
2016-04-20,0.000226
2016-04-21,0.000226
2016-04-22,0.000224
2016-04-23,0.000224
2016-04-24,0.000227
2016-04-25,0.000227
2016-04-26,0.00023
2016-04-27,0.000224
2016-04-28,0.000228
2016-04-29,0.000226
2016-04-30,0.000226
2016-05-01,0.000226
2016-05-02,0.000229
2016-05-03,0.000228
2016-05-04,0.000225
2016-05-05,0.000221
2016-05-06,0.000225
2016-05-07,0.000223
2016-05-08,0.000222
2016-05-09,0.000224
2016-05-10,0.00022
2016-05-11,0.000224
2016-05-12,0.000235
2016-05-13,0.000236
2016-05-14,0.000231
2016-05-15,0.000231
2016-05-16,0.000229
2016-05-17,0.000226
2016-05-18,0.000228
2016-05-19,0.000225
2016-05-20,0.000228
2016-05-21,0.000226
2016-05-22,0.000224
2016-05-23,0.000225
2016-05-24,0.000224
2016-05-25,0.000224
2016-05-26,0.000228
2016-05-27,0.00023
2016-05-28,0.000237
2016-05-29,0.000238
2016-05-30,0.000238
2016-05-31,0.000231
2016-06-01,0.000234
2016-06-02,0.00023
2016-06-03,0.000238
2016-06-04,0.000237
2016-06-05,0.000237
2016-06-06,0.000236
2016-06-07,0.00024
2016-06-08,0.000246
2016-06-09,0.000265
2016-06-10,0.00026
2016-06-11,0.000253
2016-06-12,0.00027
2016-06-13,0.000298
2016-06-14,0.00032
2016-06-15,0.000313
2016-06-16,0.000335
2016-06-17,0.000321
2016-06-18,0.000324
2016-06-19,0.000338
2016-06-20,0.000323
2016-06-21,0.000307
2016-06-22,0.000266
2016-06-23,0.00028
2016-06-24,0.000281
2016-06-25,0.000284
2016-06-26,0.000285
2016-06-27,0.000288
2016-06-28,0.000301
2016-06-29,0.000296
2016-06-30,0.000304
2016-07-01,0.000302
2016-07-02,0.000306
2016-07-03,0.000282
2016-07-04,0.000289
2016-07-05,0.000287
2016-07-06,0.000284
2016-07-07,0.000275
2016-07-08,0.000277
2016-07-09,0.00027
2016-07-10,0.000272
2016-07-11,0.000267
2016-07-12,0.000265
2016-07-13,0.000263
2016-07-14,0.000262
2016-07-15,0.000264
2016-07-16,0.000262
2016-07-17,0.000263
2016-07-18,0.000252
2016-07-19,0.000245
2016-07-20,0.000244
2016-07-21,0.000237
2016-07-22,0.000237
2016-07-23,0.000251
2016-07-24,0.000249
2016-07-25,0.000245
2016-07-26,0.00024
2016-07-27,0.000237
2016-07-28,0.000238
2016-07-29,0.000238
2016-07-30,0.000239
2016-07-31,0.00023
2016-08-01,0.000223
2016-08-02,0.000206
2016-08-03,0.000214
2016-08-04,0.000215
2016-08-05,0.000218
2016-08-06,0.000231
2016-08-07,0.000264
2016-08-08,0.000237
2016-08-09,0.000237
2016-08-10,0.000239
2016-08-11,0.000235
2016-08-12,0.000239
2016-08-13,0.000239
2016-08-14,0.000245
2016-08-15,0.000238
2016-08-16,0.000258
2016-08-17,0.000247
2016-08-18,0.000247
2016-08-19,0.000233
2016-08-20,0.000238
2016-08-21,0.000232
2016-08-22,0.000229
2016-08-23,0.000227
2016-08-24,0.000231
2016-08-25,0.000229
2016-08-26,0.000231
2016-08-27,0.000224
2016-08-28,0.000229
2016-08-29,0.000225
2016-08-30,0.000233
2016-08-31,0.000235
2016-09-01,0.000232
2016-09-02,0.000235
2016-09-03,0.000236
2016-09-04,0.000235
2016-09-05,0.000236
2016-09-06,0.000241
2016-09-07,0.000242
2016-09-08,0.000228
2016-09-09,0.00023
2016-09-10,0.000227
2016-09-11,0.000226
2016-09-12,0.000226
2016-09-13,0.000225
2016-09-14,0.000226
2016-09-15,0.000233
2016-09-16,0.00025
2016-09-17,0.000236
2016-09-18,0.00024
2016-09-19,0.000236
2016-09-20,0.000232
2016-09-21,0.000231
2016-09-22,0.000228
2016-09-23,0.000224
2016-09-24,0.000226
2016-09-25,0.000225
2016-09-26,0.000229
2016-09-27,0.000228
2016-09-28,0.000229
2016-09-29,0.000231
2016-09-30,0.000235
2016-10-01,0.000233
2016-10-02,0.00023
2016-10-03,0.000234
2016-10-04,0.000229
2016-10-05,0.000233
2016-10-06,0.000223
2016-10-07,0.000228
2016-10-08,0.000225
2016-10-09,0.000228
2016-10-10,0.000228
2016-10-11,0.00023
2016-10-12,0.000225
2016-10-13,0.000227
2016-10-14,0.000227
2016-10-15,0.000224
2016-10-16,0.000223
2016-10-17,0.000221
2016-10-18,0.000221
2016-10-19,0.000219
2016-10-20,0.000221
2016-10-21,0.000218
2016-10-22,0.000223
2016-10-23,0.000221
2016-10-24,0.000219
2016-10-25,0.000219
2016-10-26,0.000216
2016-10-27,0.000217
2016-10-28,0.000216
2016-10-29,0.000223
2016-10-30,0.000223
2016-10-31,0.00022
2016-11-01,0.000221
2016-11-02,0.00022
2016-11-03,0.000217
2016-11-04,0.000219
2016-11-05,0.000222
2016-11-06,0.000221
2016-11-07,0.000239
2016-11-08,0.000229
2016-11-09,0.000229
2016-11-10,0.000228
2016-11-11,0.000227
2016-11-12,0.00022
2016-11-13,0.000225
2016-11-14,0.000223
2016-11-15,0.000222
2016-11-16,0.000221
2016-11-17,0.000224
2016-11-18,0.000218
2016-11-19,0.00022
2016-11-20,0.000219
2016-11-21,0.000222
2016-11-22,0.000224
2016-11-23,0.000219
2016-11-24,0.000218
2016-11-25,0.00022
2016-11-26,0.000219
2016-11-27,0.000217
2016-11-28,0.000218
2016-11-29,0.000217
2016-11-30,0.000214
2016-12-01,0.000214
2016-12-02,0.000216
2016-12-03,0.000217
2016-12-04,0.000217
2016-12-05,0.000215
2016-12-06,0.000212
2016-12-07,0.000214
2016-12-08,0.000215
2016-12-09,0.000212
2016-12-10,0.000215
2016-12-11,0.000223
2016-12-12,0.000222
2016-12-13,0.000216
2016-12-14,0.000217
2016-12-15,0.000215
2016-12-16,0.000217
2016-12-17,0.000219
2016-12-18,0.000218
2016-12-19,0.000218
2016-12-20,0.000219
2016-12-21,0.000227
2016-12-22,0.000225
2016-12-23,0.000236
2016-12-24,0.000234
2016-12-25,0.00023
2016-12-26,0.000233
2016-12-27,0.000227
2016-12-28,0.000223
2016-12-29,0.000228
2016-12-30,0.000228
2016-12-31,0.000223
2017-01-01,0.000228
2017-01-02,0.000226
2017-01-03,0.000227
2017-01-04,0.000236
2017-01-05,0.000229
2017-01-06,0.00022
2017-01-07,0.000221
2017-01-08,0.000221
2017-01-09,0.000229
2017-01-10,0.000226
2017-01-11,0.000205
2017-01-12,0.000208
2017-01-13,0.000209
2017-01-14,0.000209
2017-01-15,0.000206
2017-01-16,0.000207
2017-01-17,0.000215
2017-01-18,0.000208
2017-01-19,0.000211
2017-01-20,0.000209
2017-01-21,0.000208
2017-01-22,0.000207
2017-01-23,0.000208
2017-01-24,0.000202
2017-01-25,0.000204
2017-01-26,0.000208
2017-01-27,0.000204
2017-01-28,0.000209
2017-01-29,0.000204
2017-01-30,0.000208
2017-01-31,0.000206
2017-02-01,0.000209
2017-02-02,0.000211
2017-02-03,0.000213
2017-02-04,0.000211
2017-02-05,0.000211
2017-02-06,0.000214
2017-02-07,0.000208
2017-02-08,0.000211
2017-02-09,0.000204
2017-02-10,0.000208
2017-02-11,0.00021
2017-02-12,0.000208
2017-02-13,0.000208
2017-02-14,0.000209
2017-02-15,0.000209
2017-02-16,0.000207
2017-02-17,0.000209
2017-02-18,0.000197
2017-02-19,0.000208
2017-02-20,0.000207
2017-02-21,0.000208
2017-02-22,0.000202
2017-02-23,0.000208
2017-02-24,0.000208
2017-02-25,0.0002
2017-02-26,0.000203
2017-02-27,0.000208
2017-02-28,0.000205
2017-03-01,0.000203
2017-03-02,0.000205
2017-03-03,0.000211
2017-03-04,0.000205
2017-03-05,0.000206
2017-03-06,0.00021
2017-03-07,0.000209
2017-03-08,0.000208
2017-03-09,0.000211
2017-03-10,0.000204
2017-03-11,0.000211
2017-03-12,0.000229
2017-03-13,0.000247
2017-03-14,0.000238
2017-03-15,0.000243
2017-03-16,0.000235
2017-03-17,0.000223
2017-03-18,0.000219
2017-03-19,0.000235
2017-03-20,0.000236
2017-03-21,0.000246
2017-03-22,0.000243
2017-03-23,0.000242
2017-03-24,0.000264
2017-03-25,0.000298
2017-03-26,0.000272
2017-03-27,0.000254
2017-03-28,0.000273
2017-03-29,0.000272
2017-03-30,0.000304
2017-03-31,0.000328
2017-04-01,0.000335
2017-04-02,0.000489
2017-04-03,0.000427
2017-04-04,0.000432
2017-04-05,0.000442
2017-04-06,0.00045
2017-04-07,0.000398
2017-04-08,0.000432
2017-04-09,0.000381
2017-04-10,0.0004
2017-04-11,0.00039
2017-04-12,0.000414
2017-04-13,0.000425
2017-04-14,0.000426
2017-04-15,0.000418
2017-04-16,0.000454
2017-04-17,0.000459
2017-04-18,0.000459
2017-04-19,0.000448
2017-04-20,0.000443
2017-04-21,0.000451
2017-04-22,0.000464
2017-04-23,0.000522
2017-04-24,0.000515
2017-04-25,0.000527
2017-04-26,0.000544
2017-04-27,0.000632
2017-04-28,0.000678
2017-04-29,0.000734
2017-04-30,0.000746
2017-05-01,0.000686
2017-05-02,0.00061
2017-05-03,0.000678
2017-05-04,0.000744
2017-05-05,0.00084
2017-05-06,0.001169
2017-05-07,0.001305
2017-05-08,0.001521
2017-05-09,0.001239
2017-05-10,0.001239
2017-05-11,0.001212
2017-05-12,0.001183
2017-05-13,0.001184
2017-05-14,0.001274
2017-05-15,0.001128
2017-05-16,0.001059
2017-05-17,0.001318
2017-05-18,0.001508
2017-05-19,0.001518
2017-05-20,0.0019
2017-05-21,0.003062
2017-05-22,0.003405
2017-05-23,0.003562
2017-05-24,0.003659
2017-05-25,0.002994
2017-05-26,0.002424
2017-05-27,0.002541
2017-05-28,0.002579
2017-05-29,0.002732
2017-05-30,0.002623
2017-05-31,0.002657
2017-06-01,0.002867
2017-06-02,0.003026
2017-06-03,0.003251
2017-06-04,0.003179
2017-06-05,0.003873
2017-06-06,0.003741
2017-06-07,0.003302
2017-06-08,0.003575
2017-06-09,0.003453
2017-06-10,0.003313
2017-06-11,0.003601
2017-06-12,0.003253
2017-06-13,0.003313
2017-06-14,0.003092
2017-06-15,0.003043
2017-06-16,0.003163
2017-06-17,0.003322
2017-06-18,0.00323
2017-06-19,0.003141
2017-06-20,0.003218
2017-06-21,0.003125
2017-06-22,0.003104
2017-06-23,0.003143
2017-06-24,0.003135
2017-06-25,0.002961
2017-06-26,0.00275
2017-06-27,0.002623
2017-06-28,0.002793
2017-06-29,0.002656
2017-06-30,0.002602
2017-07-01,0.002645
2017-07-02,0.002481
2017-07-03,0.002533
2017-07-04,0.002518
2017-07-05,0.002714
2017-07-06,0.002636
2017-07-07,0.002397
2017-07-08,0.00244
2017-07-09,0.00233
2017-07-10,0.001952
2017-07-11,0.001779
2017-07-12,0.001938
2017-07-13,0.001823
2017-07-14,0.001681
2017-07-15,0.001484
2017-07-16,0.001307
2017-07-17,0.00152
2017-07-18,0.001864
2017-07-19,0.001689
2017-07-20,0.001935
2017-07-21,0.001936
2017-07-22,0.002095
2017-07-23,0.001972
2017-07-24,0.00198
2017-07-25,0.001773
2017-07-26,0.00181
2017-07-27,0.001856
2017-07-28,0.001782
2017-07-29,0.001768
2017-07-30,0.001719
2017-07-31,0.001718
2017-08-01,0.001792
2017-08-02,0.001788
2017-08-03,0.001795
2017-08-04,0.00182
2017-08-05,0.002087
2017-08-06,0.001909
2017-08-07,0.001949
2017-08-08,0.001961
2017-08-09,0.001937
2017-08-10,0.001896
2017-08-11,0.00188
2017-08-12,0.001856
2017-08-13,0.001807
2017-08-14,0.001762
2017-08-15,0.001738
2017-08-16,0.001774
2017-08-17,0.00171
2017-08-18,0.001678
2017-08-19,0.001678
2017-08-20,0.001707
2017-08-21,0.001712
2017-08-22,0.001716
2017-08-23,0.001732
2017-08-24,0.001816
2017-08-25,0.00179
2017-08-26,0.001778
2017-08-27,0.00176
2017-08-28,0.001825
2017-08-29,0.001867
2017-08-30,0.002105
2017-08-31,0.002064
2017-09-01,0.002543
2017-09-02,0.002226
2017-09-03,0.002153
2017-09-04,0.001786
2017-09-05,0.001908
2017-09-06,0.002019
2017-09-07,0.001928
2017-09-08,0.001596
2017-09-09,0.001568
2017-09-10,0.001395
2017-09-11,0.001463
2017-09-12,0.00144
2017-09-13,0.001398
2017-09-14,0.000854
2017-09-15,0.000865
2017-09-16,0.000867
2017-09-17,0.000853
2017-09-18,0.000947
2017-09-19,0.00089
2017-09-20,0.000862
2017-09-21,0.000755
2017-09-22,0.000772
2017-09-23,0.000954
2017-09-24,0.000892
2017-09-25,0.001141
2017-09-26,0.001151
2017-09-27,0.001173
2017-09-28,0.00108
2017-09-29,0.001082
2017-09-30,0.001145
2017-10-01,0.001084
2017-10-02,0.001085
2017-10-03,0.001108
2017-10-04,0.001024
2017-10-05,0.001001
2017-10-06,0.001056
2017-10-07,0.001066
2017-10-08,0.001056
2017-10-09,0.000991
2017-10-10,0.001036
2017-10-11,0.001046
2017-10-12,0.001062
2017-10-13,0.001066
2017-10-14,0.00111
2017-10-15,0.001106
2017-10-16,0.001164
2017-10-17,0.001067
2017-10-18,0.001047
2017-10-19,0.001064
2017-10-20,0.00105
2017-10-21,0.001007
2017-10-22,0.001023
2017-10-23,0.001016
2017-10-24,0.001092
2017-10-25,0.001056
2017-10-26,0.001051
2017-10-27,0.001052
2017-10-28,0.001037
2017-10-29,0.001173
2017-10-30,0.001151
2017-10-31,0.001124
2017-11-01,0.001138
2017-11-02,0.001151
2017-11-03,0.001121
2017-11-04,0.001189
2017-11-05,0.001182
2017-11-06,0.001154
2017-11-07,0.001177
2017-11-08,0.001222
2017-11-09,0.001415
2017-11-10,0.001163
2017-11-11,0.001201
2017-11-12,0.001038
2017-11-13,0.001211
2017-11-14,0.001184
2017-11-15,0.001339
2017-11-16,0.00139
2017-11-17,0.001313
2017-11-18,0.001373
2017-11-19,0.001376
2017-11-20,0.001394
2017-11-21,0.001389
2017-11-22,0.001823
